"week","rank_away","rank_home","game_type","neutral","spread","home_win","home_season","average_spread","average_fumbles","average_q1_points","average_q2_points","average_q3_points","average_q4_points","average_first_downs","average_run_pass_ratio","average_rush_yard_to_total_yards","average_time_of_possession","average_interceptions","average_number_of_penalties","average_penalty_yards","average_third_down_completion_rate","average_pass_completion_rate"
1,26,26,"regular","False",-9,"Loss","Kentucky_2016",-9.0,2.0,21.0,14.0,0.0,0.0,14.0,1.0,0.23471882640586797,19.47,1.0,6.0,75.0,0.3333333333333333,0.64
3,26,26,"regular","False",20,"Win","Kentucky_2016",20.0,2.0,14.0,21.0,14.0,13.0,28.0,2.125,0.5505780346820809,34.2,1.0,11.0,87.0,0.5,0.75
4,26,26,"regular","False",7,"Win","Kentucky_2016",6.0,1.6666666666666667,11.666666666666666,12.666666666666666,7.0,6.666666666666667,21.666666666666668,1.9188596491228072,0.46689382549085473,28.78,1.0,7.0,64.0,0.3803418803418803,0.6563157894736843
6,26,26,"regular","False",7,"Win","Kentucky_2016",11.333333333333334,1.3333333333333333,7.0,11.333333333333334,7.0,7.666666666666667,23.666666666666668,2.3077485380116958,0.6687845098485079,33.199999999999996,1.0,6.666666666666667,53.0,0.3581196581196581,0.5818713450292398
8,26,26,"regular","False",2,"Win","Kentucky_2016",5.333333333333333,1.3333333333333333,2.3333333333333335,6.333333333333333,9.333333333333334,7.666666666666667,23.0,2.043859649122807,0.6428998941963582,32.76,0.6666666666666666,3.6666666666666665,30.666666666666668,0.3247863247863248,0.5035885167464115
10,26,26,"regular","False",-3,"Loss","Kentucky_2016",2.0,1.3333333333333333,4.666666666666667,7.666666666666667,9.333333333333334,6.333333333333333,20.666666666666668,1.8015873015873016,0.6390703903668543,30.543333333333333,0.6666666666666666,4.0,34.0,0.2991452991452992,0.48520923520923526
12,26,26,"regular","False",36,"Win","Kentucky_2016",11.666666666666666,1.0,2.3333333333333335,11.333333333333334,16.333333333333332,7.666666666666667,18.666666666666668,1.9126984126984128,0.5873953817600909,27.05666666666667,0.6666666666666666,5.666666666666667,48.333333333333336,0.3617715617715618,0.5367965367965367
17,26,26,"post","True",-15,"Loss","Kentucky_2016",6.0,0.6666666666666666,2.3333333333333335,10.333333333333334,9.333333333333334,8.333333333333334,16.666666666666668,1.8211951447245565,0.5830461669215058,25.30666666666667,0.6666666666666666,6.666666666666667,58.666666666666664,0.3534382284382285,0.5513538748832867
2,26,26,"regular","False",11,"Win","Kentucky_2017",11.0,0.0,3.0,7.0,7.0,10.0,22.0,1.625,0.47477064220183485,31.47,0.0,6.0,60.0,0.46153846153846156,0.6666666666666666
4,20,26,"regular","False",-1,"Loss","Kentucky_2017",-1.0,0.0,7.0,7.0,10.0,3.0,21.0,1.1851851851851851,0.35294117647058826,29.92,0.0,7.0,55.0,0.1,0.6666666666666666
5,26,26,"regular","False",4,"Win","Kentucky_2017",4.666666666666667,0.3333333333333333,5.666666666666667,7.0,6.666666666666667,6.666666666666667,19.666666666666668,1.3935185185185184,0.3533893196744334,30.49,0.0,6.0,51.666666666666664,0.3244343891402715,0.6666666666666666
6,26,26,"regular","False",6,"Win","Kentucky_2017",3.0,0.3333333333333333,8.0,8.0,6.666666666666667,7.666666666666667,19.666666666666668,1.2032032032032032,0.3240761975138767,32.050000000000004,0.3333333333333333,6.0,43.0,0.32745098039215687,0.6426426426426426
9,26,26,"regular","False",3,"Win","Kentucky_2017",4.333333333333333,1.6666666666666667,8.0,10.333333333333334,3.3333333333333335,9.333333333333334,18.333333333333332,1.5581414748081415,0.4660877191036447,29.269999999999996,0.3333333333333333,5.0,39.333333333333336,0.4369747899159664,0.5662537537537538
10,26,26,"regular","False",-3,"Loss","Kentucky_2017",2.0,1.3333333333333333,6.666666666666667,13.666666666666666,4.666666666666667,9.333333333333334,20.666666666666668,1.7013513513513514,0.5490418994262461,31.353333333333335,0.3333333333333333,4.666666666666667,39.333333333333336,0.47920706744236147,0.6106981981981983
13,26,26,"regular","False",-27,"Loss","Kentucky_2017",-9.0,1.3333333333333333,5.666666666666667,11.333333333333334,2.3333333333333335,7.333333333333333,20.0,2.1043859649122805,0.644950211858775,29.476666666666663,0.0,5.0,56.666666666666664,0.4761904761904761,0.5528508771929824
1,26,26,"regular","False",15,"Win","Kentucky_2018",15.0,2.0,7.0,14.0,7.0,7.0,27.0,1.5925925925925926,0.7002341920374707,28.13,2.0,3.0,40.0,0.5384615384615384,0.5555555555555556
3,26,26,"regular","False",38,"Win","Kentucky_2018",38.0,0.0,7.0,10.0,17.0,14.0,28.0,1.3870967741935485,0.4640151515151515,35.92,0.0,7.0,67.0,0.5,0.7741935483870968
4,14,26,"regular","False",21,"Win","Kentucky_2018",24.666666666666668,0.6666666666666666,4.666666666666667,10.333333333333334,10.333333333333334,11.666666666666666,24.333333333333332,2.112277407976333,0.6425275589619851,31.666666666666668,1.0,5.0,49.666666666666664,0.43706293706293703,0.633725891790408
5,26,17,"regular","False",14,"Win","Kentucky_2018",24.333333333333332,0.0,3.3333333333333335,12.666666666666666,8.0,9.333333333333334,21.666666666666668,2.348079877112135,0.6078929200259475,33.86666666666667,0.6666666666666666,7.666666666666667,74.66666666666667,0.3409090909090909,0.6652073732718894
8,26,14,"regular","False",7,"Win","Kentucky_2018",14.0,0.6666666666666666,1.0,11.666666666666666,2.3333333333333335,7.0,18.0,3.8486772486772485,0.7664203079996442,32.266666666666666,0.6666666666666666,6.666666666666667,64.0,0.35372960372960377,0.5182539682539683
10,6,9,"regular","False",-17,"Loss","Kentucky_2018",1.3333333333333333,1.3333333333333333,1.0,10.333333333333334,2.3333333333333335,4.666666666666667,19.0,3.131928480204343,0.602298444200361,31.476666666666663,0.3333333333333333,7.0,71.33333333333333,0.4423076923076923,0.5921455938697319
12,26,17,"regular","False",11,"Win","Kentucky_2018",0.3333333333333333,1.3333333333333333,5.666666666666667,5.666666666666667,4.666666666666667,5.666666666666667,17.666666666666668,3.317642765918628,0.6123694224160895,28.776666666666667,0.0,5.333333333333333,50.0,0.49230769230769234,0.6135741652983032
1,26,26,"regular","False",14,"Win","Kentucky_2019",14.0,2.0,0.0,14.0,10.0,14.0,20.0,1.5,0.41706161137440756,30.75,0.0,7.0,61.0,0.2727272727272727,0.7307692307692307
2,26,26,"regular","False",21,"Win","Kentucky_2019",21.0,1.0,14.0,3.0,7.0,14.0,26.0,1.0833333333333333,0.5184381778741866,33.02,0.0,7.0,84.0,0.6428571428571429,0.5555555555555556
3,9,26,"regular","False",-8,"Loss","Kentucky_2019",9.0,1.3333333333333333,4.666666666666667,10.333333333333334,8.0,9.333333333333334,24.0,1.2515873015873016,0.42649337774297935,32.89666666666667,1.0,7.666666666666667,74.66666666666667,0.482972582972583,0.6478225478225478
7,26,26,"regular","False",4,"Win","Kentucky_2019",5.666666666666667,1.0,4.666666666666667,8.0,8.0,7.0,24.333333333333332,2.2515873015873016,0.5506307353550189,35.04,1.0,7.666666666666667,69.0,0.5587301587301587,0.6264550264550265
9,26,26,"regular","False",22,"Win","Kentucky_2019",6.0,1.3333333333333333,0.0,14.333333333333334,5.666666666666667,4.666666666666667,20.666666666666668,3.8904761904761904,0.6528180093969568,35.13999999999999,1.0,6.666666666666667,57.0,0.42777777777777776,0.6079365079365079
11,26,26,"regular","False",-4,"Loss","Kentucky_2019",7.333333333333333,1.0,4.333333333333333,9.666666666666666,3.3333333333333335,4.666666666666667,19.0,6.5476190476190474,0.846007028274049,37.373333333333335,0.3333333333333333,5.0,40.333333333333336,0.4055555555555556,0.5793650793650793
13,26,26,"regular","False",43,"Win","Kentucky_2019",20.333333333333332,1.0,9.666666666666666,11.666666666666666,2.3333333333333335,7.0,17.333333333333332,6.411255411255411,0.9043522650612151,34.68,0.6666666666666666,3.3333333333333335,34.0,0.35000000000000003,0.41774891774891776
14,26,26,"regular","False",32,"Win","Kentucky_2019",23.666666666666668,0.3333333333333333,12.0,7.666666666666667,7.0,9.333333333333334,17.666666666666668,11.077922077922077,0.9601264173324884,31.599999999999998,0.6666666666666666,2.6666666666666665,23.0,0.39166666666666666,0.41774891774891776
17,26,26,"post","True",7,"Win","Kentucky_2019",27.333333333333332,0.6666666666666666,10.0,10.0,10.333333333333334,13.666666666666666,18.0,9.44055944055944,0.9253795940263047,29.650000000000002,0.6666666666666666,3.3333333333333335,35.0,0.3899572649572649,0.3811188811188811
5,26,26,"regular","False",-1,"Loss","Kentucky_2020",-1.0,1.0,14.0,7.0,7.0,7.0,26.0,3.111111111111111,0.7298747763864043,36.08,0.0,8.0,81.0,0.5454545454545454,0.7777777777777778
6,26,26,"regular","False",22,"Win","Kentucky_2020",22.0,1.0,0.0,14.0,0.0,10.0,10.0,1.5238095238095237,0.535031847133758,25.18,0.0,3.0,25.0,0.2857142857142857,0.38095238095238093
9,5,26,"regular","False",-11,"Loss","Kentucky_2020",3.3333333333333335,1.0,4.666666666666667,8.0,2.3333333333333335,5.666666666666667,17.0,2.064973544973545,0.6225089036188023,32.086666666666666,0.0,5.666666666666667,53.333333333333336,0.4228896103896103,0.5862433862433862
11,26,26,"regular","False",3,"Win","Kentucky_2020",4.666666666666667,0.6666666666666666,4.666666666666667,9.0,2.3333333333333335,5.666666666666667,16.0,1.6112698412698414,0.6033803391464783,29.25,0.0,6.333333333333333,56.0,0.36607142857142855,0.5936507936507937
14,26,26,"regular","False",23,"Win","Kentucky_2020",5.0,0.3333333333333333,8.0,10.0,4.666666666666667,4.666666666666667,20.666666666666668,1.6802564102564101,0.6221908616466076,32.25,0.0,7.0,67.66666666666667,0.3898809523809524,0.6846153846153845
17,23,26,"post","True",2,"Win","Kentucky_2020",9.333333333333334,0.0,9.0,12.333333333333334,4.666666666666667,8.0,22.0,1.9062881562881564,0.6739490781485613,31.956666666666667,0.0,8.333333333333334,84.0,0.320970695970696,0.6909645909645911
1,26,26,"regular","False",35,"Win","Kentucky_2021",35.0,2.0,14.0,14.0,3.0,14.0,24.0,1.0303030303030303,0.2570921985815603,31.78,1.0,7.0,65.0,0.5454545454545454,0.6666666666666666
2,26,26,"regular","False",7,"Win","Kentucky_2021",7.0,1.0,14.0,7.0,7.0,7.0,26.0,2.888888888888889,0.6557692307692308,32.8,1.0,3.0,35.0,0.6666666666666666,0.5555555555555556
3,26,26,"regular","False",5,"Win","Kentucky_2021",15.666666666666666,1.3333333333333333,11.666666666666666,9.333333333333334,3.3333333333333335,11.666666666666666,23.333333333333332,1.5635401635401636,0.39979276109445844,30.959999999999997,1.3333333333333333,6.0,53.333333333333336,0.5555555555555555,0.6264550264550265
5,10,26,"regular","False",7,"Win","Kentucky_2021",6.333333333333333,0.6666666666666666,9.333333333333334,4.666666666666667,4.333333333333333,9.333333333333334,19.666666666666668,1.8083411142234673,0.5179644091863193,28.266666666666666,1.3333333333333333,5.0,41.666666666666664,0.41077441077441074,0.5414877061935885
6,26,16,"regular","False",21,"Win","Kentucky_2021",11.0,0.3333333333333333,7.0,4.666666666666667,6.666666666666667,11.666666666666666,19.0,1.7277310924369746,0.5309536129649968,28.066666666666666,1.0,5.0,38.333333333333336,0.28379028379028376,0.630812324929972
10,26,18,"regular","False",-3,"Loss","Kentucky_2021",8.333333333333334,0.0,7.0,7.0,11.333333333333334,9.333333333333334,24.0,1.7972549019607846,0.5579970145953118,34.01,0.6666666666666666,4.666666666666667,37.666666666666664,0.36756924992219114,0.6250980392156863
12,26,26,"regular","False",40,"Win","Kentucky_2021",19.333333333333332,1.0,11.666666666666666,11.666666666666666,14.0,9.333333333333334,29.333333333333332,1.55187675070028,0.4710539452883811,37.403333333333336,0.6666666666666666,5.666666666666667,50.666666666666664,0.5527544351073762,0.7164145658263305
17,15,22,"post","True",3,"Win","Kentucky_2021",13.333333333333334,1.0,11.666666666666666,11.333333333333334,9.333333333333334,7.0,29.333333333333332,1.229047619047619,0.35341096778813336,39.303333333333335,1.0,5.666666666666667,49.0,0.6003734827264239,0.6442857142857142
1,26,20,"regular","False",24,"Win","Kentucky_2022",24.0,0.0,7.0,6.0,17.0,7.0,20.0,0.8125,0.141643059490085,28.12,1.0,4.0,30.0,0.25,0.65625
3,26,9,"regular","False",31,"Win","Kentucky_2022",31.0,1.0,0.0,21.0,7.0,3.0,26.0,1.0285714285714285,0.21458333333333332,38.17,2.0,10.0,74.0,0.5454545454545454,0.7714285714285715
4,26,8,"regular","False",8,"Win","Kentucky_2022",21.0,0.6666666666666666,4.666666666666667,11.333333333333334,11.333333333333334,5.666666666666667,21.333333333333332,1.062408424908425,0.20330699136806882,33.336666666666666,1.0,5.333333333333333,37.333333333333336,0.47348484848484845,0.706662087912088
6,26,13,"regular","False",-10,"Loss","Kentucky_2022",9.666666666666666,1.0,2.3333333333333335,11.666666666666666,5.666666666666667,5.666666666666667,20.666666666666668,1.236019536019536,0.29098672962053773,34.32333333333333,1.0,5.666666666666667,35.666666666666664,0.47348484848484845,0.6730972730972731
7,16,22,"regular","False",10,"Win","Kentucky_2022",2.6666666666666665,1.0,2.3333333333333335,5.666666666666667,6.666666666666667,9.333333333333334,20.0,1.5331623931623932,0.3861256185094266,34.72333333333333,0.6666666666666666,6.0,39.0,0.425,0.6692877492877493
11,26,24,"regular","False",-3,"Loss","Kentucky_2022",-1.0,0.6666666666666666,2.0,3.3333333333333335,4.333333333333333,11.0,19.333333333333332,1.533719806763285,0.5220576524924351,32.4,1.0,6.666666666666667,53.0,0.3277777777777778,0.5979388083735909
12,1,26,"regular","False",-10,"Loss","Kentucky_2022",-1.0,0.3333333333333333,2.0,1.0,4.333333333333333,10.666666666666666,19.0,1.3580925666199157,0.487728532828017,32.03,1.0,6.0,48.666666666666664,0.33535353535353535,0.627807386629266
13,25,26,"regular","False",13,"Win","Kentucky_2022",0.0,0.0,4.333333333333333,2.0,4.333333333333333,7.0,16.666666666666668,1.454934671883074,0.47327766577599384,29.823333333333334,0.6666666666666666,5.333333333333333,39.333333333333336,0.2929292929292929,0.5674565094362836
17,26,26,"post","True",-21,"Loss","Kentucky_2022",-6.0,0.0,2.3333333333333335,2.0,3.3333333333333335,3.0,14.666666666666666,1.2939475978525214,0.3753032938885785,32.333333333333336,1.0,5.0,34.333333333333336,0.21885521885521886,0.6062344177794093
1,26,26,"regular","False",30,"Win","Kentucky_2023",30.0,0.0,3.0,20.0,14.0,7.0,17.0,0.6451612903225806,0.3192090395480226,21.73,1.0,7.0,51.0,0.4444444444444444,0.5806451612903226
2,26,26,"regular","False",11,"Win","Kentucky_2023",11.0,0.0,0.0,7.0,14.0,7.0,20.0,0.6052631578947368,0.2777777777777778,32.12,1.0,10.0,70.0,0.45454545454545453,0.631578947368421
3,26,26,"regular","False",32,"Win","Kentucky_2023",24.333333333333332,0.6666666666666666,3.3333333333333335,11.333333333333334,11.666666666666666,9.333333333333334,18.333333333333332,0.6988594314570545,0.2989956057752668,26.356666666666666,1.0,7.333333333333333,55.333333333333336,0.507996632996633,0.6092029080144531
5,22,26,"regular","False",19,"Win","Kentucky_2023",20.666666666666668,0.6666666666666666,7.666666666666667,7.0,9.333333333333334,8.0,20.0,1.1153846153846152,0.4681369812023078,28.703333333333333,0.6666666666666666,6.0,46.666666666666664,0.40151515151515155,0.573549257759784
7,26,24,"regular","False",-17,"Loss","Kentucky_2023",11.333333333333334,1.0,12.333333333333334,4.666666666666667,7.0,5.666666666666667,19.666666666666668,1.2963462788024191,0.5750984577290018,27.62333333333333,1.0,7.333333333333333,64.0,0.3782051282051282,0.5358624481431499
9,21,26,"regular","False",-6,"Loss","Kentucky_2023",-1.3333333333333333,0.3333333333333333,10.0,8.0,7.0,2.0,21.666666666666668,1.2194232018793423,0.5291525117830558,30.24,0.6666666666666666,7.0,56.0,0.32138694638694637,0.570050482331184
11,8,26,"regular","False",-28,"Loss","Kentucky_2023",-17.0,0.6666666666666666,7.0,5.666666666666667,7.0,3.3333333333333335,18.0,0.8459087706399534,0.37877281355542225,29.95,1.0,7.333333333333333,54.0,0.3706293706293706,0.59495144441381
17,22,26,"post","True",-3,"Loss","Kentucky_2023",-12.333333333333334,1.0,4.666666666666667,8.0,7.0,8.0,15.666666666666666,0.7370022450667612,0.25627067073429316,28.596666666666664,1.0,4.0,28.333333333333332,0.3636363636363636,0.612588128717161
1,26,26,"regular","False",31,"Win","Kentucky_2024",31.0,0.0,7.0,17.0,7.0,0.0,19.0,1.3333333333333333,0.4668769716088328,20.0,1.0,4.0,45.0,0.6,0.6666666666666666
2,26,26,"regular","False",-25,"Loss","Kentucky_2024",-25.0,0.0,0.0,6.0,0.0,0.0,13.0,2.7058823529411766,0.7595628415300546,32.35,2.0,11.0,63.0,0.21428571428571427,0.35294117647058826
3,1,26,"regular","False",-1,"Loss","Kentucky_2024",1.6666666666666667,0.3333333333333333,3.3333333333333335,8.666666666666666,3.3333333333333335,1.0,18.333333333333332,1.8821195144724558,0.6083437874782206,29.126666666666665,1.0,6.333333333333333,43.666666666666664,0.4589285714285714,0.5065359477124183
4,26,26,"regular","False",35,"Win","Kentucky_2024",3.0,0.3333333333333333,2.0,7.666666666666667,4.333333333333333,5.666666666666667,20.333333333333332,1.943847909534184,0.5934285127889377,33.65333333333333,0.6666666666666666,7.0,43.666666666666664,0.4384157509157509,0.518881626724764
7,26,26,"regular","False",-7,"Loss","Kentucky_2024",9.0,0.6666666666666666,2.0,8.0,4.333333333333333,7.666666666666667,23.666666666666668,1.439323022656356,0.5100131556743644,31.343333333333334,0.3333333333333333,7.333333333333333,57.666666666666664,0.5151353276353275,0.5935422602089269
9,26,26,"regular","False",-14,"Loss","Kentucky_2024",4.666666666666667,0.3333333333333333,4.333333333333333,7.0,3.3333333333333335,6.666666666666667,20.333333333333332,1.2369420702754035,0.4146493059091063,27.766666666666666,1.0,7.0,63.333333333333336,0.43874643874643876,0.5750237416904084
12,26,26,"regular","False",42,"Win","Kentucky_2024",7.0,0.6666666666666666,8.0,5.666666666666667,3.3333333333333335,6.666666666666667,22.666666666666668,1.1954156954156956,0.42800536096703734,27.64,1.3333333333333333,8.0,77.33333333333333,0.38047138047138046,0.5626780626780626
14,26,26,"regular","False",-27,"Loss","Kentucky_2024",0.3333333333333333,1.0,8.0,3.3333333333333335,5.666666666666667,7.0,19.333333333333332,1.2563131313131313,0.4157534294415109,27.483333333333334,2.0,5.333333333333333,59.0,0.23232323232323235,0.5092592592592593
1,14,13,"regular","True",4,"Win","LSU_2014",4.0,1.0,7.0,0.0,6.0,15.0,17.0,2.238095238095238,0.3452054794520548,31.77,0.0,7.0,50.0,0.35294117647058826,0.42857142857142855
2,26,12,"regular","False",56,"Win","LSU_2014",56.0,1.0,20.0,15.0,7.0,14.0,27.0,3.2222222222222223,0.571917808219178,35.05,0.0,6.0,60.0,0.6666666666666666,0.6111111111111112
3,26,10,"regular","False",31,"Win","LSU_2014",30.333333333333332,0.6666666666666666,10.0,7.333333333333333,9.0,12.0,22.0,2.6867724867724867,0.5019443216968625,33.93,0.3333333333333333,6.333333333333333,54.666666666666664,0.5065359477124183,0.5465608465608466
4,26,8,"regular","False",-5,"Loss","LSU_2014",27.333333333333332,0.3333333333333333,7.666666666666667,8.333333333333334,9.333333333333334,13.333333333333334,23.0,2.2560560560560563,0.4558680766081931,33.25666666666667,0.6666666666666666,5.0,47.333333333333336,0.4401709401709401,0.5838838838838839
5,26,17,"regular","False",56,"Win","LSU_2014",27.333333333333332,0.6666666666666666,5.666666666666667,12.666666666666666,11.666666666666666,11.0,23.666666666666668,2.0819819819819823,0.4801488782497578,33.333333333333336,1.3333333333333333,4.666666666666667,39.0,0.3846153846153846,0.6135135135135135
8,26,26,"regular","False",38,"Win","LSU_2014",29.666666666666668,0.6666666666666666,10.333333333333334,13.666666666666666,11.666666666666666,8.666666666666666,23.0,2.348648648648649,0.5226830046891692,32.653333333333336,1.3333333333333333,6.0,47.666666666666664,0.3974358974358974,0.5690690690690691
9,3,24,"regular","False",3,"Win","LSU_2014",32.333333333333336,1.3333333333333333,10.333333333333334,13.666666666666666,9.333333333333334,4.666666666666667,23.666666666666668,3.1791666666666667,0.67043952510006,34.663333333333334,1.6666666666666667,6.666666666666667,53.333333333333336,0.4743589743589743,0.5555555555555555
11,5,16,"regular","False",-7,"Loss","LSU_2014",11.333333333333334,0.6666666666666666,8.0,4.333333333333333,5.666666666666667,3.3333333333333335,19.666666666666668,2.9971153846153844,0.6910406895733382,35.660000000000004,1.3333333333333333,5.666666666666667,48.333333333333336,0.4440559440559441,0.4247863247863248
17,26,23,"post","True",-3,"Loss","LSU_2014",-2.3333333333333335,1.0,4.666666666666667,3.3333333333333335,5.666666666666667,3.3333333333333335,18.666666666666668,2.768543956043956,0.6701599122510227,32.24333333333334,1.0,3.0,24.0,0.43123543123543123,0.4358974358974359
3,18,13,"regular","False",24,"Win","LSU_2015",24.0,0.0,14.0,10.0,14.0,7.0,20.0,2.823529411764706,0.8474226804123711,33.62,0.0,5.0,43.0,0.5454545454545454,0.7058823529411765
5,26,9,"regular","False",22,"Win","LSU_2015",22.0,1.0,14.0,6.0,10.0,14.0,28.0,3.5714285714285716,0.8301486199575372,28.48,0.0,7.0,51.0,0.16666666666666666,0.2857142857142857
6,26,7,"regular","False",21,"Win","LSU_2015",22.333333333333332,0.3333333333333333,11.666666666666666,8.666666666666666,15.0,9.333333333333334,25.666666666666668,2.75234231623684,0.7707288949950977,33.99333333333333,0.0,6.333333333333333,48.0,0.43737373737373736,0.537428764609292
7,8,6,"regular","False",7,"Win","LSU_2015",16.666666666666668,0.6666666666666666,7.0,14.666666666666666,10.333333333333334,9.333333333333334,25.0,2.5304640912626395,0.6624075444715097,32.88,0.0,5.666666666666667,40.333333333333336,0.4222222222222222,0.5302048224008297
8,26,5,"regular","False",28,"Win","LSU_2015",18.666666666666668,0.3333333333333333,4.666666666666667,15.0,13.666666666666666,9.333333333333334,22.666666666666668,2.0566545674531156,0.5272070990530685,33.66,0.0,5.666666666666667,45.0,0.5333333333333333,0.6183000604960678
11,26,9,"regular","False",-17,"Loss","LSU_2015",6.0,0.6666666666666666,2.3333333333333335,14.0,9.0,7.0,19.666666666666668,1.7216791979949873,0.37526459711056653,30.459999999999997,0.3333333333333333,5.666666666666667,43.666666666666664,0.4761904761904762,0.61140350877193
13,26,26,"regular","False",12,"Win","LSU_2015",7.666666666666667,0.3333333333333333,4.333333333333333,4.666666666666667,11.333333333333334,6.666666666666667,19.333333333333332,1.7484126984126984,0.4498375108402244,31.21666666666667,0.6666666666666666,7.333333333333333,58.666666666666664,0.42063492063492064,0.4944444444444444
2,26,21,"regular","False",21,"Win","LSU_2016",21.0,1.0,0.0,27.0,7.0,0.0,18.0,1.9473684210526316,0.6576819407008087,26.85,1.0,5.0,35.0,0.6363636363636364,0.42105263157894735
3,26,20,"regular","False",3,"Win","LSU_2016",3.0,1.0,14.0,9.0,0.0,0.0,22.0,1.21875,0.45153061224489793,32.73,0.0,7.0,56.0,0.4375,0.59375
5,26,26,"regular","False",35,"Win","LSU_2016",19.666666666666668,0.6666666666666666,7.0,16.666666666666668,4.666666666666667,4.666666666666667,23.333333333333332,1.6331505847953218,0.5895061822121862,34.04333333333333,0.3333333333333333,5.666666666666667,42.0,0.5397727272727272,0.5493786549707602
7,26,26,"regular","False",35,"Win","LSU_2016",24.333333333333332,0.3333333333333333,9.333333333333334,8.666666666666666,11.666666666666666,7.0,23.0,1.4284722222222221,0.5031764721310887,32.43333333333333,0.3333333333333333,6.0,48.666666666666664,0.5128367003367004,0.6127314814814815
8,23,25,"regular","False",17,"Win","LSU_2016",29.0,0.6666666666666666,7.0,10.333333333333334,15.0,9.333333333333334,22.333333333333332,1.4507936507936507,0.5539607664313331,32.26333333333333,0.6666666666666666,5.666666666666667,44.333333333333336,0.48821548821548816,0.641005291005291
10,1,13,"regular","False",-10,"Loss","LSU_2016",14.0,0.6666666666666666,4.666666666666667,5.666666666666667,12.666666666666666,4.666666666666667,14.333333333333334,1.248015873015873,0.4221921018677159,26.77333333333333,1.0,5.0,39.333333333333336,0.3952861952861953,0.5826719576719577
12,23,16,"regular","False",-6,"Loss","LSU_2016",0.3333333333333333,1.3333333333333333,4.666666666666667,4.666666666666667,3.3333333333333335,3.3333333333333335,16.333333333333332,1.3804945054945055,0.46187133053317725,30.776666666666667,0.6666666666666666,3.6666666666666665,27.666666666666668,0.3767676767676768,0.5584554334554334
1,26,13,"regular","True",27,"Win","LSU_2017",27.0,0.0,0.0,14.0,6.0,7.0,26.0,3.1666666666666665,0.6179540709812108,41.9,0.0,10.0,86.0,0.5,0.8333333333333334
2,26,12,"regular","False",35,"Win","LSU_2017",35.0,0.0,14.0,14.0,14.0,3.0,22.0,2.5555555555555554,0.4889867841409692,32.53,0.0,11.0,74.0,0.4166666666666667,0.5
4,26,25,"regular","False",9,"Win","LSU_2017",23.666666666666668,0.0,7.0,11.666666666666666,11.333333333333334,5.666666666666667,22.0,2.4581320450885666,0.4905583848796961,34.85333333333333,0.3333333333333333,8.0,61.666666666666664,0.4850427350427351,0.6473429951690822
5,26,25,"regular","False",-3,"Loss","LSU_2017",13.666666666666666,0.6666666666666666,7.0,7.0,11.666666666666666,8.0,20.333333333333332,1.7046598228663445,0.41074191885169126,29.31,1.0,6.0,42.666666666666664,0.31837606837606836,0.5883152173913043
7,10,26,"regular","False",4,"Win","LSU_2017",3.3333333333333335,1.0,2.3333333333333335,7.0,7.0,11.333333333333334,17.666666666666668,1.372807971014493,0.39191528648881535,28.3,1.0,4.666666666666667,38.333333333333336,0.2971342383107089,0.594981884057971
11,26,24,"regular","False",23,"Win","LSU_2017",8.0,1.0,2.3333333333333335,4.666666666666667,6.333333333333333,13.666666666666666,18.666666666666668,1.6345833333333335,0.4293733312281592,27.889999999999997,0.6666666666666666,5.333333333333333,43.333333333333336,0.3028322440087146,0.62125
13,26,18,"regular","False",24,"Win","LSU_2017",17.0,0.6666666666666666,6.666666666666667,7.0,8.666666666666666,12.666666666666666,20.666666666666668,1.9346505376344085,0.4418628994970361,32.64,0.0,4.666666666666667,43.666666666666664,0.4806100217864924,0.6175537634408602
17,14,17,"post","True",-4,"Loss","LSU_2017",14.333333333333334,0.3333333333333333,6.666666666666667,2.3333333333333335,11.0,11.666666666666666,23.0,1.8388929618768328,0.43971565811534497,35.34,0.0,4.0,32.333333333333336,0.538401559454191,0.6361396220267187
1,8,25,"regular","True",16,"Win","LSU_2018",16.0,0.0,10.0,17.0,6.0,0.0,17.0,1.7083333333333333,0.527027027027027,31.82,0.0,6.0,62.0,0.1875,0.4583333333333333
2,26,11,"regular","False",31,"Win","LSU_2018",31.0,0.0,14.0,10.0,0.0,7.0,15.0,1.75,0.5492537313432836,25.07,0.0,7.0,84.0,0.36363636363636365,0.5
4,26,6,"regular","False",17,"Win","LSU_2018",21.333333333333332,0.3333333333333333,10.333333333333334,14.666666666666666,2.0,7.0,19.0,1.724206349206349,0.5364293644445453,29.886666666666667,0.0,5.666666666666667,63.666666666666664,0.37121212121212127,0.5099206349206349
5,26,5,"regular","False",29,"Win","LSU_2018",25.666666666666668,1.0,11.666666666666666,13.666666666666666,2.3333333333333335,10.333333333333334,24.333333333333332,1.8214285714285714,0.5242208208223891,31.040000000000003,0.0,5.333333333333333,56.333333333333336,0.5031565656565656,0.5971428571428571
7,2,13,"regular","False",20,"Win","LSU_2018",22.0,1.0,8.0,14.666666666666666,3.3333333333333335,13.666666666666666,26.0,1.8047619047619048,0.5341186998483121,33.910000000000004,0.0,3.6666666666666665,34.666666666666664,0.48720760233918137,0.5971428571428571
8,22,5,"regular","False",16,"Win","LSU_2018",21.666666666666668,0.6666666666666666,8.0,10.0,5.333333333333333,10.0,23.333333333333332,1.7571428571428571,0.5098666035355719,33.57666666666667,0.3333333333333333,4.0,37.333333333333336,0.4293372319688109,0.5971428571428571
